country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,,Controlled drugs,"{'latitude': '53.407900', 'street': {'id': 1487832, 'name': 'Liverpool Lime Street (Station)'}, 'longitude': '-2.977600'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.399370', 'street': {'id': 910451, 'name': 'On or near Falkner Street'}, 'longitude': '-2.964414'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.404218', 'street': {'id': 910567, 'name': 'On or near Bus/Coach Station'}, 'longitude': '-2.987117'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.404218', 'street': {'id': 910567, 'name': 'On or near Bus/Coach Station'}, 'longitude': '-2.987117'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405247', 'street': {'id': 910547, 'name': 'On or near Lord Street'}, 'longitude': '-2.988735'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.410644', 'street': {'id': 911856, 'name': 'On or near Cockspur Street West'}, 'longitude': '-2.990515'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.410644', 'street': {'id': 911856, 'name': 'On or near Cockspur Street West'}, 'longitude': '-2.990515'}"
liverpool,18-24,Other ethnic group - Not stated,Male,,,"{'latitude': '53.403224', 'street': {'id': 910305, 'name': 'On or near Parking Area'}, 'longitude': '-2.983348'}"
liverpool,18-24,Other ethnic group - Not stated,Male,,,"{'latitude': '53.403224', 'street': {'id': 910305, 'name': 'On or near Parking Area'}, 'longitude': '-2.983348'}"
liverpool,18-24,White - Irish,Female,White,,"{'latitude': '53.410644', 'street': {'id': 911856, 'name': 'On or near Cockspur Street West'}, 'longitude': '-2.990515'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.410644', 'street': {'id': 911856, 'name': 'On or near Cockspur Street West'}, 'longitude': '-2.990515'}"
liverpool,25-34,Black/African/Caribbean/Black British - Caribbean,Male,Black,,"{'latitude': '53.406417', 'street': {'id': 911902, 'name': 'On or near Tower Gardens'}, 'longitude': '-2.993997'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.402610', 'street': {'id': 910521, 'name': 'On or near Parking Area'}, 'longitude': '-2.995638'}"
liverpool,25-34,White - Irish,Male,White,,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.392828', 'street': {'id': 910516, 'name': 'On or near Upper Harrington Street'}, 'longitude': '-2.975259'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404155', 'street': {'id': 910558, 'name': 'On or near Georges Pierhead'}, 'longitude': '-2.995809'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.405247', 'street': {'id': 910547, 'name': 'On or near Lord Street'}, 'longitude': '-2.988735'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
liverpool,18-24,Other ethnic group - Not stated,Male,,,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407816', 'street': {'id': 911929, 'name': 'On or near Russell Street'}, 'longitude': '-2.973721'}"
liverpool,25-34,Asian/Asian British - Bangladeshi,Male,Asian,,"{'latitude': '53.406417', 'street': {'id': 911902, 'name': 'On or near Tower Gardens'}, 'longitude': '-2.993997'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.409278', 'street': {'id': 912029, 'name': 'On or near London Road'}, 'longitude': '-2.976267'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.410262', 'street': {'id': 912018, 'name': 'On or near Parking Area'}, 'longitude': '-2.976906'}"
liverpool,18-24,Asian/Asian British - Any other Asian background,Male,Asian,,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403914', 'street': {'id': 910313, 'name': 'On or near Roe Alley'}, 'longitude': '-2.981499'}"
liverpool,18-24,,Male,Other,,"{'latitude': '53.403736', 'street': {'id': 910358, 'name': 'On or near Renshaw Street'}, 'longitude': '-2.976937'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405326', 'street': {'id': 910518, 'name': 'On or near Canada Boulevard'}, 'longitude': '-2.996619'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405326', 'street': {'id': 910518, 'name': 'On or near Canada Boulevard'}, 'longitude': '-2.996619'}"
liverpool,25-34,Other ethnic group - Not stated,Male,Black,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,25-34,Other ethnic group - Not stated,Male,Asian,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,25-34,Other ethnic group - Not stated,Male,Asian,,"{'latitude': '53.406242', 'street': {'id': 912078, 'name': 'On or near Hilbre Street'}, 'longitude': '-2.977115'}"
liverpool,18-24,Other ethnic group - Not stated,Male,Asian,,"{'latitude': '53.399383', 'street': {'id': 910315, 'name': 'On or near Pitt Street'}, 'longitude': '-2.981515'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.393773', 'street': {'id': 910328, 'name': 'On or near Dwerryhouse Street'}, 'longitude': '-2.981626'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.393773', 'street': {'id': 910328, 'name': 'On or near Dwerryhouse Street'}, 'longitude': '-2.981626'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.393773', 'street': {'id': 910328, 'name': 'On or near Dwerryhouse Street'}, 'longitude': '-2.981626'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.412490', 'street': {'id': 912076, 'name': 'On or near Further/Higher Educational Building'}, 'longitude': '-2.981365'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.398866', 'street': {'id': 910482, 'name': 'On or near Back Catharine Street'}, 'longitude': '-2.967847'}"
liverpool,over 34,Asian/Asian British - Any other Asian background,Male,Asian,,"{'latitude': '53.391586', 'street': {'id': 908674, 'name': 'On or near Acorn Court'}, 'longitude': '-2.969922'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.402353', 'street': {'id': 910560, 'name': 'On or near Duke Street Lane'}, 'longitude': '-2.985464'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.405247', 'street': {'id': 910547, 'name': 'On or near Lord Street'}, 'longitude': '-2.988735'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.406227', 'street': {'id': 912087, 'name': 'On or near Brownlow Hill'}, 'longitude': '-2.962418'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.406227', 'street': {'id': 912087, 'name': 'On or near Brownlow Hill'}, 'longitude': '-2.962418'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.404365', 'street': {'id': 910355, 'name': 'On or near Upper Newington'}, 'longitude': '-2.976861'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.404365', 'street': {'id': 910355, 'name': 'On or near Upper Newington'}, 'longitude': '-2.976861'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,,,"{'latitude': '53.396263', 'street': {'id': 910404, 'name': 'On or near Upper Parliament Street'}, 'longitude': '-2.966284'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403765', 'street': {'id': 910519, 'name': 'On or near Parking Area'}, 'longitude': '-2.990791'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409919', 'street': {'id': 911963, 'name': 'On or near Ilford Street'}, 'longitude': '-2.971498'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409919', 'street': {'id': 911963, 'name': 'On or near Ilford Street'}, 'longitude': '-2.971498'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404689', 'street': {'id': 910366, 'name': 'On or near Lawton Street'}, 'longitude': '-2.979050'}"
liverpool,18-24,Other ethnic group - Not stated,Female,,,"{'latitude': '53.404689', 'street': {'id': 910366, 'name': 'On or near Lawton Street'}, 'longitude': '-2.979050'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404689', 'street': {'id': 910366, 'name': 'On or near Lawton Street'}, 'longitude': '-2.979050'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404689', 'street': {'id': 910366, 'name': 'On or near Lawton Street'}, 'longitude': '-2.979050'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404689', 'street': {'id': 910366, 'name': 'On or near Lawton Street'}, 'longitude': '-2.979050'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.392086', 'street': {'id': 908652, 'name': 'On or near Trefoil Close'}, 'longitude': '-2.964791'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.386745', 'street': {'id': 908681, 'name': 'On or near Tillotson Close'}, 'longitude': '-2.977119'}"
liverpool,10-17,Other ethnic group - Not stated,,White,,"{'latitude': '53.398115', 'street': {'id': 910309, 'name': 'On or near Upper Frederick Street'}, 'longitude': '-2.980463'}"
liverpool,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Black,,"{'latitude': '53.410731', 'street': {'id': 912050, 'name': 'On or near Parking Area'}, 'longitude': '-2.983190'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403950', 'street': {'id': 910538, 'name': 'On or near Strand Street'}, 'longitude': '-2.992360'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.394626', 'street': {'id': 910427, 'name': 'On or near Northbrook Street'}, 'longitude': '-2.962998'}"
liverpool,over 34,Mixed/Multiple ethnic groups - White and Asian,Male,Asian,,"{'latitude': '53.389856', 'street': {'id': 908656, 'name': 'On or near Park Road'}, 'longitude': '-2.970424'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.391420', 'street': {'id': 908661, 'name': 'On or near Luke Street'}, 'longitude': '-2.968144'}"
liverpool,over 34,Black/African/Caribbean/Black British - Caribbean,Male,Black,,"{'latitude': '53.409517', 'street': {'id': 911879, 'name': 'On or near Police Station'}, 'longitude': '-2.990880'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405771', 'street': {'id': 910343, 'name': 'On or near Shopping Area'}, 'longitude': '-2.981888'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405771', 'street': {'id': 910343, 'name': 'On or near Shopping Area'}, 'longitude': '-2.981888'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.402057', 'street': {'id': 910537, 'name': 'On or near Strand Street'}, 'longitude': '-2.989774'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404218', 'street': {'id': 910567, 'name': 'On or near Bus/Coach Station'}, 'longitude': '-2.987117'}"
liverpool,10-17,Other ethnic group - Any other ethnic group,Male,Other,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.404218', 'street': {'id': 910567, 'name': 'On or near Bus/Coach Station'}, 'longitude': '-2.987117'}"
liverpool,over 34,Other ethnic group - Not stated,Male,,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Other,,"{'latitude': '53.407521', 'street': {'id': 912057, 'name': ""On or near St George'S Place""}, 'longitude': '-2.980033'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.402057', 'street': {'id': 910537, 'name': 'On or near Strand Street'}, 'longitude': '-2.989774'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409277', 'street': {'id': 912030, 'name': 'On or near Lime Street'}, 'longitude': '-2.978599'}"
liverpool,over 34,White - Any other White background,Male,White,,"{'latitude': '53.409037', 'street': {'id': 912054, 'name': 'On or near Victoria Street'}, 'longitude': '-2.982670'}"
liverpool,18-24,Other ethnic group - Not stated,Male,,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,Other ethnic group - Not stated,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,10-17,Other ethnic group - Not stated,Male,Black,,"{'latitude': '53.407521', 'street': {'id': 912057, 'name': ""On or near St George'S Place""}, 'longitude': '-2.980033'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,25-34,White - Any other White background,Male,White,,"{'latitude': '53.407376', 'street': {'id': 912074, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.981323'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,,,"{'latitude': '53.407489', 'street': {'id': 912063, 'name': 'On or near Lime Street'}, 'longitude': '-2.979611'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405982', 'street': {'id': 912079, 'name': 'On or near Back Lime Street'}, 'longitude': '-2.979260'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.407213', 'street': {'id': 912015, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-2.979333'}"
liverpool,over 34,White - Irish,Male,White,,"{'latitude': '53.409458', 'street': {'id': 912049, 'name': 'On or near Parking Area'}, 'longitude': '-2.983958'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.409786', 'street': {'id': 911912, 'name': 'On or near Parking Area'}, 'longitude': '-2.974579'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405771', 'street': {'id': 910343, 'name': 'On or near Shopping Area'}, 'longitude': '-2.981888'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.390927', 'street': {'id': 908665, 'name': 'On or near Geraint Street'}, 'longitude': '-2.964659'}"
liverpool,over 34,Other ethnic group - Not stated,Male,White,,"{'latitude': '53.409786', 'street': {'id': 911912, 'name': 'On or near Parking Area'}, 'longitude': '-2.974579'}"
liverpool,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Other,,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.394086', 'street': {'id': 910392, 'name': 'On or near Ashwell Street'}, 'longitude': '-2.976415'}"
liverpool,25-34,White - Any other White background,Male,White,,"{'latitude': '53.401046', 'street': {'id': 910385, 'name': 'On or near Berry Street'}, 'longitude': '-2.976003'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.404365', 'street': {'id': 910355, 'name': 'On or near Upper Newington'}, 'longitude': '-2.976861'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409256', 'street': {'id': 911941, 'name': 'On or near Norton Street'}, 'longitude': '-2.974566'}"
liverpool,18-24,White - Any other White background,Male,White,,"{'latitude': '53.411385', 'street': {'id': 912068, 'name': 'On or near Fontenoy Street'}, 'longitude': '-2.983567'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409277', 'street': {'id': 912030, 'name': 'On or near Lime Street'}, 'longitude': '-2.978599'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403472', 'street': {'id': 910338, 'name': 'On or near Nightclub'}, 'longitude': '-2.980571'}"
liverpool,18-24,,Male,Other,,"{'latitude': '53.402353', 'street': {'id': 910560, 'name': 'On or near Duke Street Lane'}, 'longitude': '-2.985464'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.395080', 'street': {'id': 910335, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.981175'}"
liverpool,18-24,,Male,Other,,"{'latitude': '53.405648', 'street': {'id': 910569, 'name': 'On or near Shopping Area'}, 'longitude': '-2.987014'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.395080', 'street': {'id': 910335, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.981175'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.405686', 'street': {'id': 910344, 'name': 'On or near Shopping Area'}, 'longitude': '-2.983495'}"
liverpool,25-34,White - Any other White background,Male,Asian,,"{'latitude': '53.409479', 'street': {'id': 912011, 'name': 'On or near Supermarket'}, 'longitude': '-2.970434'}"
liverpool,over 34,Other ethnic group - Not stated,Male,Asian,,"{'latitude': '53.400876', 'street': {'id': 910549, 'name': 'On or near Lakeland Close'}, 'longitude': '-2.984753'}"
liverpool,over 34,Other ethnic group - Not stated,Male,White,,"{'latitude': '53.400170', 'street': {'id': 910389, 'name': 'On or near Back Knight Street'}, 'longitude': '-2.975487'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.400170', 'street': {'id': 910389, 'name': 'On or near Back Knight Street'}, 'longitude': '-2.975487'}"
liverpool,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.391191', 'street': {'id': 908672, 'name': 'On or near Chesney Close'}, 'longitude': '-2.972048'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.394620', 'street': {'id': 910486, 'name': 'On or near Alexandra Terrace'}, 'longitude': '-2.964908'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.399960', 'street': {'id': 910490, 'name': 'On or near Conference/Exhibition Centre'}, 'longitude': '-2.970308'}"
liverpool,18-24,Other ethnic group - Not stated,Male,,,"{'latitude': '53.407376', 'street': {'id': 912074, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.981323'}"
liverpool,18-24,Asian/Asian British - Any other Asian background,Male,Asian,,"{'latitude': '53.407376', 'street': {'id': 912074, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-2.981323'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.390596', 'street': {'id': 908555, 'name': 'On or near Parking Area'}, 'longitude': '-2.986531'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.405533', 'street': {'id': 910532, 'name': 'On or near Water Street'}, 'longitude': '-2.995480'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.407939', 'street': {'id': 912044, 'name': 'On or near Shopping Area'}, 'longitude': '-2.977364'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409458', 'street': {'id': 912049, 'name': 'On or near Parking Area'}, 'longitude': '-2.983958'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409037', 'street': {'id': 912054, 'name': 'On or near Victoria Street'}, 'longitude': '-2.982670'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.403024', 'street': {'id': 910339, 'name': 'On or near Nightclub'}, 'longitude': '-2.979358'}"
liverpool,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,,"{'latitude': '53.409458', 'street': {'id': 912049, 'name': 'On or near Parking Area'}, 'longitude': '-2.983958'}"
liverpool,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.409458', 'street': {'id': 912049, 'name': 'On or near Parking Area'}, 'longitude': '-2.983958'}"
liverpool,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,,"{'latitude': '53.406967', 'street': {'id': 912052, 'name': 'On or near Parking Area'}, 'longitude': '-2.981930'}"
