country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,over 34,White - Any other White background,Male,White,Offensive weapons,"{'latitude': '51.496909', 'street': {'id': 953283, 'name': 'On or near Great Peter Street'}, 'longitude': '-0.129739'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Offensive weapons,"{'latitude': '51.495351', 'street': {'id': 953393, 'name': 'On or near Carlisle Place'}, 'longitude': '-0.140896'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.512494', 'street': {'id': 956329, 'name': 'On or near Mill Street'}, 'longitude': '-0.142259'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.512494', 'street': {'id': 956329, 'name': 'On or near Mill Street'}, 'longitude': '-0.142259'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.512494', 'street': {'id': 956329, 'name': 'On or near Mill Street'}, 'longitude': '-0.142259'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.512494', 'street': {'id': 956329, 'name': 'On or near Mill Street'}, 'longitude': '-0.142259'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Stolen goods,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Stolen goods,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Stolen goods,"{'latitude': '51.501207', 'street': {'id': 953429, 'name': 'On or near Great George Street'}, 'longitude': '-0.128569'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.493239', 'street': {'id': 953414, 'name': 'On or near John Islip Street'}, 'longitude': '-0.127411'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,10-17,Asian/Asian British - Any other Asian background,Male,Other,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.499328', 'street': {'id': 953343, 'name': 'On or near Stafford Place'}, 'longitude': '-0.141656'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.498815', 'street': {'id': 953347, 'name': 'On or near Buckingham Place'}, 'longitude': '-0.140452'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,White,Controlled drugs,"{'latitude': '51.509787', 'street': {'id': 956556, 'name': 'On or near Nightclub'}, 'longitude': '-0.129240'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,White,Controlled drugs,"{'latitude': '51.501490', 'street': {'id': 953532, 'name': 'On or near Canon Row'}, 'longitude': '-0.125503'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,White,Controlled drugs,"{'latitude': '51.501490', 'street': {'id': 953532, 'name': 'On or near Canon Row'}, 'longitude': '-0.125503'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.501490', 'street': {'id': 953532, 'name': 'On or near Canon Row'}, 'longitude': '-0.125503'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.501490', 'street': {'id': 953532, 'name': 'On or near Canon Row'}, 'longitude': '-0.125503'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Other,Stolen goods,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.510606', 'street': {'id': 956383, 'name': 'On or near Bruton Street'}, 'longitude': '-0.144540'}"
london,,Other ethnic group - Not stated,Male,,Controlled drugs,"{'latitude': '51.510606', 'street': {'id': 956383, 'name': 'On or near Bruton Street'}, 'longitude': '-0.144540'}"
london,25-34,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,25-34,White - Irish,Male,Other,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.498815', 'street': {'id': 953347, 'name': 'On or near Buckingham Place'}, 'longitude': '-0.140452'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.498815', 'street': {'id': 953347, 'name': 'On or near Buckingham Place'}, 'longitude': '-0.140452'}"
london,18-24,White - Irish,Male,White,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.509312', 'street': {'id': 956203, 'name': 'On or near Adelaide Street'}, 'longitude': '-0.125931'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.512720', 'street': {'id': 956474, 'name': 'On or near Peter Street'}, 'longitude': '-0.134395'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.512764', 'street': {'id': 956604, 'name': 'On or near Further/Higher Educational Building'}, 'longitude': '-0.134898'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,Other,Stolen goods,"{'latitude': '51.498328', 'street': {'id': 953294, 'name': 'On or near Abbey Orchard Street'}, 'longitude': '-0.131338'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.516698', 'street': {'id': 956636, 'name': 'On or near Berners Place'}, 'longitude': '-0.135717'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513992', 'street': {'id': 956539, 'name': 'On or near Bateman Street'}, 'longitude': '-0.131821'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.496188', 'street': {'id': 953352, 'name': 'On or near Ashley Place'}, 'longitude': '-0.140948'}"
london,10-17,Black/African/Caribbean/Black British - African,Female,Black,Evidence of offences under the Act,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,Asian,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,Asian,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.510835', 'street': {'id': 956562, 'name': 'On or near Nightclub'}, 'longitude': '-0.128996'}"
london,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.512289', 'street': {'id': 956354, 'name': 'On or near Beak Street'}, 'longitude': '-0.137814'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.510835', 'street': {'id': 956562, 'name': 'On or near Nightclub'}, 'longitude': '-0.128996'}"
london,25-34,Other ethnic group - Any other ethnic group,Female,Asian,Controlled drugs,"{'latitude': '51.512289', 'street': {'id': 956354, 'name': 'On or near Beak Street'}, 'longitude': '-0.137814'}"
london,,Asian/Asian British - Indian,Male,Asian,Controlled drugs,"{'latitude': '51.514347', 'street': {'id': 956356, 'name': 'On or near Argyll Street'}, 'longitude': '-0.140569'}"
london,,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.510835', 'street': {'id': 956562, 'name': 'On or near Nightclub'}, 'longitude': '-0.128996'}"
london,,Asian/Asian British - Pakistani,Male,Asian,Controlled drugs,"{'latitude': '51.514289', 'street': {'id': 956341, 'name': 'On or near Great Marlborough Street'}, 'longitude': '-0.139231'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,10-17,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.508577', 'street': {'id': 956212, 'name': 'On or near Nightclub'}, 'longitude': '-0.124419'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.497579', 'street': {'id': 953264, 'name': ""On or near St Ann'S Street""}, 'longitude': '-0.130576'}"
london,10-17,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.497579', 'street': {'id': 953264, 'name': ""On or near St Ann'S Street""}, 'longitude': '-0.130576'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.497579', 'street': {'id': 953264, 'name': ""On or near St Ann'S Street""}, 'longitude': '-0.130576'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517924', 'street': {'id': 956637, 'name': 'On or near Berners Mews'}, 'longitude': '-0.136517'}"
london,,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.513418', 'street': {'id': 956821, 'name': 'On or near South Molton Lane'}, 'longitude': '-0.147827'}"
london,,Other ethnic group - Not stated,Female,Black,Controlled drugs,"{'latitude': '51.513418', 'street': {'id': 956821, 'name': 'On or near South Molton Lane'}, 'longitude': '-0.147827'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,18-24,Other ethnic group - Not stated,Male,,Controlled drugs,"{'latitude': '51.500808', 'street': {'id': 953309, 'name': 'On or near Old Queen Street'}, 'longitude': '-0.130646'}"
london,25-34,White - Irish,Male,White,Controlled drugs,"{'latitude': '51.509583', 'street': {'id': 956204, 'name': 'On or near Adam Street'}, 'longitude': '-0.122101'}"
london,,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.514289', 'street': {'id': 956341, 'name': 'On or near Great Marlborough Street'}, 'longitude': '-0.139231'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513484', 'street': {'id': 956321, 'name': 'On or near Pollen Street'}, 'longitude': '-0.142319'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.514499', 'street': {'id': 956320, 'name': 'On or near Princes Street'}, 'longitude': '-0.142797'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.507078', 'street': {'id': 956300, 'name': 'On or near Embankment Place'}, 'longitude': '-0.122925'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.507078', 'street': {'id': 956300, 'name': 'On or near Embankment Place'}, 'longitude': '-0.122925'}"
london,18-24,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.508577', 'street': {'id': 956212, 'name': 'On or near Nightclub'}, 'longitude': '-0.124419'}"
london,,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Female,Black,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Other ethnic group - Not stated,Female,Black,Controlled drugs,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.517475', 'street': {'id': 956404, 'name': 'On or near Wells Street'}, 'longitude': '-0.138208'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517475', 'street': {'id': 956404, 'name': 'On or near Wells Street'}, 'longitude': '-0.138208'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.501490', 'street': {'id': 953532, 'name': 'On or near Canon Row'}, 'longitude': '-0.125503'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517311', 'street': {'id': 956239, 'name': 'On or near Museum Street'}, 'longitude': '-0.125127'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.518688', 'street': {'id': 961024, 'name': 'On or near Nightclub'}, 'longitude': '-0.121251'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Stolen goods,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.518632', 'street': {'id': 961047, 'name': 'On or near Brownlow Street'}, 'longitude': '-0.114954'}"
london,,Black/African/Caribbean/Black British - African,Male,Black,Stolen goods,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517238', 'street': {'id': 956251, 'name': 'On or near Supermarket'}, 'longitude': '-0.120575'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.521063', 'street': {'id': 961002, 'name': 'On or near Russell Square'}, 'longitude': '-0.125261'}"
london,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.517238', 'street': {'id': 956251, 'name': 'On or near Supermarket'}, 'longitude': '-0.120575'}"
london,18-24,Black/African/Caribbean/Black British - Caribbean,Male,Black,Offensive weapons,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,over 34,White - Any other White background,Male,White,Offensive weapons,"{'latitude': '51.519987', 'street': {'id': 960761, 'name': 'On or near Supermarket'}, 'longitude': '-0.134487'}"
london,over 34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,10-17,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.512103', 'street': {'id': 956149, 'name': 'On or near Tavistock Street'}, 'longitude': '-0.120556'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.517205', 'street': {'id': 956631, 'name': 'On or near Dyott Street'}, 'longitude': '-0.128043'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.517205', 'street': {'id': 956631, 'name': 'On or near Dyott Street'}, 'longitude': '-0.128043'}"
london,over 34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.517205', 'street': {'id': 956631, 'name': 'On or near Dyott Street'}, 'longitude': '-0.128043'}"
london,18-24,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.517821', 'street': {'id': 956246, 'name': 'On or near Bloomsbury Way'}, 'longitude': '-0.123809'}"
london,10-17,Black/African/Caribbean/Black British - Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.516372', 'street': {'id': 956534, 'name': 'On or near Bucknall Street'}, 'longitude': '-0.127717'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.517519', 'street': {'id': 956632, 'name': 'On or near Coptic Street'}, 'longitude': '-0.126300'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.519676', 'street': {'id': 960762, 'name': 'On or near Shopping Area'}, 'longitude': '-0.133592'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.520916', 'street': {'id': 960764, 'name': 'On or near Further/Higher Educational Building'}, 'longitude': '-0.130687'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.518688', 'street': {'id': 961024, 'name': 'On or near Nightclub'}, 'longitude': '-0.121251'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.518632', 'street': {'id': 961047, 'name': 'On or near Brownlow Street'}, 'longitude': '-0.114954'}"
london,18-24,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.518688', 'street': {'id': 961024, 'name': 'On or near Nightclub'}, 'longitude': '-0.121251'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Offensive weapons,"{'latitude': '51.516692', 'street': {'id': 956232, 'name': 'On or near West Central Street'}, 'longitude': '-0.125225'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Black,Controlled drugs,"{'latitude': '51.517238', 'street': {'id': 956251, 'name': 'On or near Supermarket'}, 'longitude': '-0.120575'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.517311', 'street': {'id': 956239, 'name': 'On or near Museum Street'}, 'longitude': '-0.125127'}"
london,18-24,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.517311', 'street': {'id': 956239, 'name': 'On or near Museum Street'}, 'longitude': '-0.125127'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Evidence of offences under the Act,"{'latitude': '51.517871', 'street': {'id': 956231, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.119108'}"
london,25-34,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.501136', 'street': {'id': 953530, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.117391'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.498815', 'street': {'id': 953347, 'name': 'On or near Buckingham Place'}, 'longitude': '-0.140452'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.500844', 'street': {'id': 953528, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.122777'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.500769', 'street': {'id': 953527, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.119222'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Stolen goods,"{'latitude': '51.501891', 'street': {'id': 953475, 'name': 'On or near Ufford Street'}, 'longitude': '-0.107332'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,10-17,Other ethnic group - Not stated,Female,Black,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,18-24,White - Any other White background,Female,White,Controlled drugs,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,White,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,25-34,Asian/Asian British - Indian,Male,Asian,Evidence of offences under the Act,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,18-24,Asian/Asian British - Indian,Male,Asian,Evidence of offences under the Act,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,25-34,Asian/Asian British - Any other Asian background,Male,Asian,Stolen goods,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,18-24,Asian/Asian British - Pakistani,Male,Asian,Stolen goods,"{'latitude': '51.508055', 'street': {'id': 956265, 'name': 'On or near Barge House Street'}, 'longitude': '-0.108143'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.509232', 'street': {'id': 956205, 'name': 'On or near A301'}, 'longitude': '-0.117576'}"
london,,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.503986', 'street': {'id': 953536, 'name': 'On or near Park/Open Space'}, 'longitude': '-0.118527'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.503146', 'street': {'id': 953463, 'name': 'On or near Parking Area'}, 'longitude': '-0.113259'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,Black,Evidence of offences under the Act,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Stolen goods,"{'latitude': '51.503146', 'street': {'id': 953463, 'name': 'On or near Parking Area'}, 'longitude': '-0.113259'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.509232', 'street': {'id': 956205, 'name': 'On or near A301'}, 'longitude': '-0.117576'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Offensive weapons,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,10-17,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.494364', 'street': {'id': 953541, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.121300'}"
