country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
london,10-17,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.500466', 'street': {'id': 953507, 'name': 'On or near Baylis Road'}, 'longitude': '-0.110964'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,Black,Offensive weapons,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.495486', 'street': {'id': 953442, 'name': 'On or near Lambeth Road'}, 'longitude': '-0.115592'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.502791', 'street': {'id': 953521, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.116905'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Offensive weapons,"{'latitude': '51.500747', 'street': {'id': 953529, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.118963'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Offensive weapons,"{'latitude': '51.500747', 'street': {'id': 953529, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.118963'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.500747', 'street': {'id': 953529, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.118963'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.500747', 'street': {'id': 953529, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.118963'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Offensive weapons,"{'latitude': '51.507339', 'street': {'id': 956287, 'name': 'On or near Broadwall'}, 'longitude': '-0.108388'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Offensive weapons,"{'latitude': '51.498530', 'street': {'id': 953436, 'name': 'On or near Newnham Terrace'}, 'longitude': '-0.113047'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.502791', 'street': {'id': 953521, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.116905'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.508055', 'street': {'id': 956265, 'name': 'On or near Barge House Street'}, 'longitude': '-0.108143'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.508055', 'street': {'id': 956265, 'name': 'On or near Barge House Street'}, 'longitude': '-0.108143'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.508055', 'street': {'id': 956265, 'name': 'On or near Barge House Street'}, 'longitude': '-0.108143'}"
london,10-17,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.500747', 'street': {'id': 953529, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.118963'}"
london,18-24,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.508257', 'street': {'id': 956095, 'name': 'On or near A201'}, 'longitude': '-0.104503'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.508257', 'street': {'id': 956095, 'name': 'On or near A201'}, 'longitude': '-0.104503'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.502791', 'street': {'id': 953521, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.116905'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.502791', 'street': {'id': 953521, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.116905'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.502791', 'street': {'id': 953521, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.116905'}"
london,10-17,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.500960', 'street': {'id': 953496, 'name': 'On or near Gray Street'}, 'longitude': '-0.107629'}"
london,,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.503826', 'street': {'id': 953494, 'name': 'On or near Greet Street'}, 'longitude': '-0.107453'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.505458', 'street': {'id': 956276, 'name': 'On or near Waterloo Road'}, 'longitude': '-0.114389'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.500960', 'street': {'id': 953496, 'name': 'On or near Gray Street'}, 'longitude': '-0.107629'}"
london,10-17,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.499400', 'street': {'id': 953260, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129162'}"
london,10-17,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.500969', 'street': {'id': 953533, 'name': 'On or near Bridge Street'}, 'longitude': '-0.124933'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.504484', 'street': {'id': 953310, 'name': 'On or near Marlborough Road'}, 'longitude': '-0.136763'}"
london,18-24,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,10-17,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,10-17,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.499506', 'street': {'id': 953474, 'name': 'On or near Upper Marsh'}, 'longitude': '-0.115614'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Controlled drugs,"{'latitude': '51.507300', 'street': {'id': 1488588, 'name': 'Embankment (Lu Station)'}, 'longitude': '-0.122467'}"
london,18-24,Other ethnic group - Not stated,Female,White,Stolen goods,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,18-24,Asian/Asian British - Indian,Male,Asian,Stolen goods,"{'latitude': '51.506800', 'street': {'id': 1489478, 'name': 'Green Park (Lu Station)'}, 'longitude': '-0.142503'}"
london,25-34,Asian/Asian British - Indian,Male,Asian,Evidence of offences under the Act,"{'latitude': '51.506800', 'street': {'id': 1489478, 'name': 'Green Park (Lu Station)'}, 'longitude': '-0.142503'}"
london,25-34,Asian/Asian British - Indian,Male,Asian,Stolen goods,"{'latitude': '51.506800', 'street': {'id': 1489478, 'name': 'Green Park (Lu Station)'}, 'longitude': '-0.142503'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.506800', 'street': {'id': 1489478, 'name': 'Green Park (Lu Station)'}, 'longitude': '-0.142503'}"
london,10-17,White - Any other White background,Female,White,Stolen goods,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,10-17,Asian/Asian British - Indian,Male,Asian,Evidence of offences under the Act,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Anything to threaten or harm anyone,"{'latitude': '51.508200', 'street': {'id': 1487930, 'name': 'Charing Cross (Lu Station)'}, 'longitude': '-0.124873'}"
london,over 34,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.515685', 'street': {'id': 1489883, 'name': 'Oxford Circus (Lu Station)'}, 'longitude': '-0.141062'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Stolen goods,"{'latitude': '51.515685', 'street': {'id': 1489883, 'name': 'Oxford Circus (Lu Station)'}, 'longitude': '-0.141062'}"
london,,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.520500', 'street': {'id': 1488694, 'name': 'Goodge Street (Lu Station)'}, 'longitude': '-0.134680'}"
london,10-17,Black/African/Caribbean/Black British - African,Male,Black,Stolen goods,"{'latitude': '51.504200', 'street': {'id': 1488055, 'name': 'Waterloo (East) (Station)'}, 'longitude': '-0.109192'}"
london,,Other ethnic group - Not stated,Male,White,Stolen goods,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,,Other ethnic group - Not stated,Female,Black,Controlled drugs,"{'latitude': '51.501400', 'street': {'id': 1488666, 'name': 'Westminster (Lu Station)'}, 'longitude': '-0.124915'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,10-17,Other ethnic group - Not stated,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.507300', 'street': {'id': 1488588, 'name': 'Embankment (Lu Station)'}, 'longitude': '-0.122467'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,18-24,White - Irish,Male,White,Controlled drugs,"{'latitude': '51.508360', 'street': {'id': 1490103, 'name': 'Charing Cross (Station)'}, 'longitude': '-0.124803'}"
london,10-17,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.507300', 'street': {'id': 1488588, 'name': 'Embankment (Lu Station)'}, 'longitude': '-0.122467'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.508360', 'street': {'id': 1490103, 'name': 'Charing Cross (Station)'}, 'longitude': '-0.124803'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.503350', 'street': {'id': 1490020, 'name': 'Waterloo  (London) (Station)'}, 'longitude': '-0.111911'}"
london,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Other,Controlled drugs,"{'latitude': '51.499000', 'street': {'id': 1488487, 'name': 'Lambeth North (Lu Station)'}, 'longitude': '-0.112032'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Asian,Stolen goods,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.503350', 'street': {'id': 1490020, 'name': 'Waterloo  (London) (Station)'}, 'longitude': '-0.111911'}"
london,25-34,White - Any other White background,Female,White,Stolen goods,"{'latitude': '51.503350', 'street': {'id': 1490020, 'name': 'Waterloo  (London) (Station)'}, 'longitude': '-0.111911'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.508360', 'street': {'id': 1490103, 'name': 'Charing Cross (Station)'}, 'longitude': '-0.124803'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Stolen goods,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,18-24,Other ethnic group - Not stated,Female,White,Anything to threaten or harm anyone,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.503381', 'street': {'id': 1490381, 'name': 'Waterloo (Lu Station)'}, 'longitude': '-0.112226'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.508200', 'street': {'id': 1487930, 'name': 'Charing Cross (Lu Station)'}, 'longitude': '-0.124873'}"
london,,,,,Controlled drugs,"{'latitude': '51.509135', 'street': {'id': 956339, 'name': 'On or near Hay Hill'}, 'longitude': '-0.143678'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Asian,Controlled drugs,"{'latitude': '51.509980', 'street': {'id': 956543, 'name': 'On or near Motorway Service Area'}, 'longitude': '-0.132331'}"
london,25-34,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.517744', 'street': {'id': 956618, 'name': 'On or near Rathbone Place'}, 'longitude': '-0.134247'}"
london,over 34,White - Any other White background,Male,White,Evidence of offences under the Act,"{'latitude': '51.508926', 'street': {'id': 956502, 'name': 'On or near Haymarket'}, 'longitude': '-0.132187'}"
london,over 34,Other ethnic group - Not stated,Male,Other,Evidence of offences under the Act,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,,Asian/Asian British - Pakistani,Male,Other,Controlled drugs,"{'latitude': '51.505576', 'street': {'id': 956295, 'name': 'On or near Whitehall Court'}, 'longitude': '-0.124571'}"
london,18-24,Asian/Asian British - Pakistani,Male,Other,Controlled drugs,"{'latitude': '51.506455', 'street': {'id': 956655, 'name': 'On or near Pall Mall'}, 'longitude': '-0.134565'}"
london,,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Other,Controlled drugs,"{'latitude': '51.506455', 'street': {'id': 956655, 'name': 'On or near Pall Mall'}, 'longitude': '-0.134565'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Other,Controlled drugs,"{'latitude': '51.505576', 'street': {'id': 956295, 'name': 'On or near Whitehall Court'}, 'longitude': '-0.124571'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.506455', 'street': {'id': 956655, 'name': 'On or near Pall Mall'}, 'longitude': '-0.134565'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Stolen goods,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507378', 'street': {'id': 956665, 'name': 'On or near Charing Cross'}, 'longitude': '-0.128186'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507378', 'street': {'id': 956665, 'name': 'On or near Charing Cross'}, 'longitude': '-0.128186'}"
london,over 34,Other ethnic group - Any other ethnic group,Male,White,Controlled drugs,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.510393', 'street': {'id': 956217, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.123264'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.510362', 'street': {'id': 956221, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.122415'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.516693', 'street': {'id': 956408, 'name': 'On or near Margaret Street'}, 'longitude': '-0.141079'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.516693', 'street': {'id': 956408, 'name': 'On or near Margaret Street'}, 'longitude': '-0.141079'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Asian,Controlled drugs,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.516693', 'street': {'id': 956408, 'name': 'On or near Margaret Street'}, 'longitude': '-0.141079'}"
london,18-24,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,25-34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.516693', 'street': {'id': 956408, 'name': 'On or near Margaret Street'}, 'longitude': '-0.141079'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.505904', 'street': {'id': 956703, 'name': 'On or near Piccadilly'}, 'longitude': '-0.144631'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.500969', 'street': {'id': 953533, 'name': 'On or near Bridge Street'}, 'longitude': '-0.124933'}"
london,over 34,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.504484', 'street': {'id': 953310, 'name': 'On or near Marlborough Road'}, 'longitude': '-0.136763'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.508592', 'street': {'id': 956519, 'name': 'On or near Duncannon Street'}, 'longitude': '-0.126479'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.500969', 'street': {'id': 953533, 'name': 'On or near Bridge Street'}, 'longitude': '-0.124933'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Stolen goods,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,Other ethnic group - Not stated,Male,White,Evidence of offences under the Act,"{'latitude': '51.509035', 'street': {'id': 956177, 'name': 'On or near John Adam Street'}, 'longitude': '-0.123276'}"
london,18-24,White - Any other White background,Male,White,Stolen goods,"{'latitude': '51.509035', 'street': {'id': 956177, 'name': 'On or near John Adam Street'}, 'longitude': '-0.123276'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Stolen goods,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Asian,Controlled drugs,"{'latitude': '51.493930', 'street': {'id': 953410, 'name': 'On or near Page Street'}, 'longitude': '-0.129573'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.493930', 'street': {'id': 953410, 'name': 'On or near Page Street'}, 'longitude': '-0.129573'}"
london,25-34,Asian/Asian British - Chinese,Male,Asian,Controlled drugs,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,over 34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.507980', 'street': {'id': 956296, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123651'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.509980', 'street': {'id': 956543, 'name': 'On or near Motorway Service Area'}, 'longitude': '-0.132331'}"
london,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Stolen goods,"{'latitude': '51.512098', 'street': {'id': 956308, 'name': 'On or near Parking Area'}, 'longitude': '-0.139407'}"
london,18-24,Black/African/Caribbean/Black British - Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.508592', 'street': {'id': 956519, 'name': 'On or near Duncannon Street'}, 'longitude': '-0.126479'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.497534', 'street': {'id': 953272, 'name': 'On or near Old Pye Street'}, 'longitude': '-0.132278'}"
london,25-34,Asian/Asian British - Pakistani,Male,Asian,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497534', 'street': {'id': 953272, 'name': 'On or near Old Pye Street'}, 'longitude': '-0.132278'}"
london,over 34,Other ethnic group - Not stated,Male,Asian,Stolen goods,"{'latitude': '51.514923', 'street': {'id': 956219, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.123654'}"
london,18-24,Asian/Asian British - Pakistani,Male,Asian,Controlled drugs,"{'latitude': '51.513553', 'street': {'id': 956324, 'name': 'On or near Newburgh Street'}, 'longitude': '-0.138699'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.495307', 'street': {'id': 953424, 'name': 'On or near Arneway Street'}, 'longitude': '-0.131908'}"
london,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.502304', 'street': {'id': 953372, 'name': 'On or near Constitution Hill'}, 'longitude': '-0.145007'}"
london,25-34,Black/African/Caribbean/Black British - African,Male,Black,Stolen goods,"{'latitude': '51.508577', 'street': {'id': 956212, 'name': 'On or near Nightclub'}, 'longitude': '-0.124419'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.509634', 'street': {'id': 956475, 'name': 'On or near Panton Street'}, 'longitude': '-0.131466'}"
london,18-24,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.509634', 'street': {'id': 956475, 'name': 'On or near Panton Street'}, 'longitude': '-0.131466'}"
london,18-24,Asian/Asian British - Bangladeshi,Male,Other,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Black,Offensive weapons,"{'latitude': '51.495302', 'street': {'id': 953386, 'name': 'On or near Morpeth Terrace'}, 'longitude': '-0.140077'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Offensive weapons,"{'latitude': '51.495302', 'street': {'id': 953386, 'name': 'On or near Morpeth Terrace'}, 'longitude': '-0.140077'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.516769', 'street': {'id': 956610, 'name': 'On or near Tottenham Court Road'}, 'longitude': '-0.130583'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.509312', 'street': {'id': 956203, 'name': 'On or near Adelaide Street'}, 'longitude': '-0.125931'}"
london,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.516120', 'street': {'id': 956425, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.129961'}"
london,18-24,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.508592', 'street': {'id': 956519, 'name': 'On or near Duncannon Street'}, 'longitude': '-0.126479'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Other,Controlled drugs,"{'latitude': '51.509428', 'street': {'id': 956477, 'name': 'On or near Orange Street'}, 'longitude': '-0.130379'}"
london,10-17,Other ethnic group - Any other ethnic group,Male,Other,Controlled drugs,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.495745', 'street': {'id': 953256, 'name': 'On or near Parking Area'}, 'longitude': '-0.132308'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497183', 'street': {'id': 953270, 'name': ""On or near Perkin'S Rents""}, 'longitude': '-0.132249'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Offensive weapons,"{'latitude': '51.507378', 'street': {'id': 956665, 'name': 'On or near Charing Cross'}, 'longitude': '-0.128186'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,25-34,Other ethnic group - Not stated,Male,Asian,Controlled drugs,"{'latitude': '51.518080', 'street': {'id': 956630, 'name': 'On or near Great Russell Street'}, 'longitude': '-0.126522'}"
london,25-34,Mixed/Multiple ethnic groups - White and Asian,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.495085', 'street': {'id': 953392, 'name': 'On or near Francis Street'}, 'longitude': '-0.138313'}"
